EmoEmilia	EmoEmilia_ZH_B00090_S00350_W000000.wav	anger	那就没什么好说的了。贝利亚,就让我粉碎你的计划吧。	你们这群蔬菜战士居然让我出丑接下来看我的厉害启动前进模式轰轰轰
EmoEmilia	EmoEmilia_EN_B00064_S00487_W000023.wav	anger	 He still has a 4.02 million channel. He hasn't lost at all. And he shouldn't pretend that he's lost at all when he hasn't. Because that also, that also makes people go, dude, what the fuck is wrong with this guy? He's, he's lost perspective. You know, it's, it's...	 Right in the end of the helicopter, I'm like, no, fucking no way.
EmoEmilia	EmoEmilia_EN_B00064_S00556_W000002.wav	anger	 Right in the end of the helicopter, I'm like, no, fucking no way.	 The bank called and said there was fraud on my account. I'm like what the fuck, these people like leave me alone. But it keeps happening. But my center is manifesting.
EmoEmilia	EmoEmilia_EN_B00064_S00910_W000022.wav	anger	 The bank called and said there was fraud on my account. I'm like what the fuck, these people like leave me alone. But it keeps happening. But my center is manifesting.	 Do not do it. And that's coming right out of the mouth of an educator involved in it. He says you have to have a conscience. Because that software is so powerful.
EmoEmilia	EmoEmilia_EN_B00064_S01039_W000052.wav	anger	 Do not do it. And that's coming right out of the mouth of an educator involved in it. He says you have to have a conscience. Because that software is so powerful.	[inaudible 00:04:07] you went and jizzed all over his face? we had a reservation in brooklyn, and now we're
MSP-PODCAST	MSP-PODCAST_1120_0336.wav	anger	[inaudible 00:04:07] you went and jizzed all over his face? we had a reservation in brooklyn, and now we're	like you are being amputated millimeter-by-millimeter, sliced like salami, millimeter-by-millimeter.
MSP-PODCAST	MSP-PODCAST_4134_0366.wav	anger	like you are being amputated millimeter-by-millimeter, sliced like salami, millimeter-by-millimeter.	these things are not going to stop. i don't care what laws are passed. i don't see these things as going away. and unfortunately
MSP-PODCAST	MSP-PODCAST_0836_0081.wav	anger	these things are not going to stop. i don't care what laws are passed. i don't see these things as going away. and unfortunately	... for him to help you run the damn family instead of you give yourself to a man, y'all make a child together-
MSP-PODCAST	MSP-PODCAST_4265_0213.wav	anger	... for him to help you run the damn family instead of you give yourself to a man, y'all make a child together-	... like, "yo, don't get it fucked up, white man." like we're not subservient, or docile, or feeling inferior to you in any way.
MSP-PODCAST	MSP-PODCAST_2357_0905.wav	anger	... like, "yo, don't get it fucked up, white man." like we're not subservient, or docile, or feeling inferior to you in any way.	it was such an injustice and it made me so angry. and that was it then, that was what that-
MSP-PODCAST	MSP-PODCAST_5340_0106.wav	anger	it was such an injustice and it made me so angry. and that was it then, that was what that-	not- don't talk to my child, don't touch my child, don't- that's my baby.
MSP-PODCAST	MSP-PODCAST_4512_0087_0000.wav	anger	not- don't talk to my child, don't touch my child, don't- that's my baby.	has such a hard life because their kids are autistic. excuse me, you with non-autistic kids. you tell them-
MSP-PODCAST	MSP-PODCAST_5348_0036.wav	anger	has such a hard life because their kids are autistic. excuse me, you with non-autistic kids. you tell them-	i can go someplace and click something a thousand times. i don't ... that's the problem. you can't do a scientific poll on the internet. come on, go ahead.
MSP-PODCAST	MSP-PODCAST_0418_0176_0002.wav	anger	i can go someplace and click something a thousand times. i don't ... that's the problem. you can't do a scientific poll on the internet. come on, go ahead.	now you look here, i've lived in this room for 21 years and you keep popping up in corners of the room that i've never even seen before. would you please stay in one place?is there anything else, mr. bookman?
MSP-PODCAST	MSP-PODCAST_3964_1727.wav	anger	now you look here, i've lived in this room for 21 years and you keep popping up in corners of the room that i've never even seen before. would you please stay in one place?is there anything else, mr. bookman?	... because if you think you're fucking old at 31, you're fucked.
MSP-PODCAST	MSP-PODCAST_5861_0159.wav	anger	... because if you think you're fucking old at 31, you're fucked.	you wonder why you fucking freeze. you're built to freeze.
MSP-PODCAST	MSP-PODCAST_5660_1699.wav	anger	you wonder why you fucking freeze. you're built to freeze.	who's the white hippie? wait, no, seriously, who's the white hippie? i'm not trying to get religious with you.
MSP-PODCAST	MSP-PODCAST_5660_1316.wav	anger	who's the white hippie? wait, no, seriously, who's the white hippie? i'm not trying to get religious with you.	but i'm not going to excessively stomp and beat them when i know i ... you know?
MSP-PODCAST	MSP-PODCAST_5490_1452.wav	anger	but i'm not going to excessively stomp and beat them when i know i ... you know?	no, it's pointless. [00:03:07]
MSP-PODCAST	MSP-PODCAST_0938_0190.wav	anger	no, it's pointless. [00:03:07]	send love out to prestige worldwide, and then beansy-worldwide.
MSP-PODCAST	MSP-PODCAST_4985_2566.wav	anger	send love out to prestige worldwide, and then beansy-worldwide.	and we watch the associated sections of the bookstores grow and grow, is because they have figured out.
MSP-PODCAST	MSP-PODCAST_2060_0152.wav	anger	and we watch the associated sections of the bookstores grow and grow, is because they have figured out.	kill you. it can make you sick.
MSP-PODCAST	MSP-PODCAST_5668_0893.wav	anger	kill you. it can make you sick.	blueberry muffin. i'm not getting a muffin from you. you dicks. get fucking the ice cream filled and maybe we can do business.
MSP-PODCAST	MSP-PODCAST_3352_0261_0003.wav	anger	blueberry muffin. i'm not getting a muffin from you. you dicks. get fucking the ice cream filled and maybe we can do business.	y'all the motherfuckers is just constantly screaming in the middle of the battlefield. ain't hurt. hate.
MSP-PODCAST	MSP-PODCAST_2383_0110.wav	anger	y'all the motherfuckers is just constantly screaming in the middle of the battlefield. ain't hurt. hate.	we zero in on the image that frustrates us that ano...
MSP-PODCAST	MSP-PODCAST_4042_0093_0001.wav	anger	we zero in on the image that frustrates us that ano...	collective responsibility in banking has gradually replaced individual responsibility. the government.
MSP-PODCAST	MSP-PODCAST_0639_0127.wav	anger	collective responsibility in banking has gradually replaced individual responsibility. the government.	and there's five more little pieces to stick in. it's not hard. not hard!
MSP-PODCAST	MSP-PODCAST_0133_0023.wav	anger	and there's five more little pieces to stick in. it's not hard. not hard!	work for the week. this is due on friday, whatever time and let the parents and the teachers, the parents who fucking struggling doing the fucking best they can too. some got to work, some don't-
MSP-PODCAST	MSP-PODCAST_2381_0369.wav	anger	work for the week. this is due on friday, whatever time and let the parents and the teachers, the parents who fucking struggling doing the fucking best they can too. some got to work, some don't-	... james brown, get on up. he played the fuck out of james brown, and that's really, to me, what i associate with him the most, not so much black panther. he was in da 5 bloods-
MSP-PODCAST	MSP-PODCAST_2382_0299.wav	anger	... james brown, get on up. he played the fuck out of james brown, and that's really, to me, what i associate with him the most, not so much black panther. he was in da 5 bloods-	if a- is 5'4 and you put some pumps on and you 6'4, do you-
MSP-PODCAST	MSP-PODCAST_2650_0151.wav	anger	if a- is 5'4 and you put some pumps on and you 6'4, do you-	... before you gave any woman any of your attention.
MSP-PODCAST	MSP-PODCAST_5201_0098.wav	anger	... before you gave any woman any of your attention.	... how entitled and arrogant are you? and ign-
MSP-PODCAST	MSP-PODCAST_5864_0224.wav	anger	... how entitled and arrogant are you? and ign-	[inaudible 00:07:50]there you go, now you fucking playing. stop fucking playing.
MSP-PODCAST	MSP-PODCAST_5582_0117.wav	anger	[inaudible 00:07:50]there you go, now you fucking playing. stop fucking playing.	and i meant it, because i'm a human being. i'm not the pope.
MSP-PODCAST	MSP-PODCAST_5409_0564.wav	anger	and i meant it, because i'm a human being. i'm not the pope.	...constantly screaming and ringing bells. and oh my god, i can't believe people are going out. if it's safe to go out, then you can go out. like if you...
MSP-PODCAST	MSP-PODCAST_2383_0070.wav	anger	...constantly screaming and ringing bells. and oh my god, i can't believe people are going out. if it's safe to go out, then you can go out. like if you...	it's in my nature as a woman to cater to you.
MSP-PODCAST	MSP-PODCAST_5201_0267.wav	anger	it's in my nature as a woman to cater to you.	guys, let me tell you something about retirement and money. if you don't spend that fucking money on yourself, you goddamn wasted it.
MSP-PODCAST	MSP-PODCAST_5476_0669.wav	anger	guys, let me tell you something about retirement and money. if you don't spend that fucking money on yourself, you goddamn wasted it.	[inaudible 00:03:18]. situation. you want a young thing on your arm and you know that your appointment to [inaudible 00:03:22] is-
MSP-PODCAST	MSP-PODCAST_5482_0780.wav	anger	[inaudible 00:03:18]. situation. you want a young thing on your arm and you know that your appointment to [inaudible 00:03:22] is-	we're married. we fucking sealed the deal. if it's not my husband that i will post on here-
MSP-PODCAST	MSP-PODCAST_5887_0097.wav	anger	we're married. we fucking sealed the deal. if it's not my husband that i will post on here-	they don't own a business. they work for a living. their wage, most of them are wage-earners.
MSP-PODCAST	MSP-PODCAST_0363_0110.wav	anger	they don't own a business. they work for a living. their wage, most of them are wage-earners.	jesus is equating denying yourself to taking up your cross.
MSP-PODCAST	MSP-PODCAST_3138_0496.wav	anger	jesus is equating denying yourself to taking up your cross.	they'll be fine with cereal or a fucking pop tart. right? but why is it that you have to make breakfast? where did that come from? why is that pressure? why do you have that expectation? like-
MSP-PODCAST	MSP-PODCAST_4592_0044.wav	anger	they'll be fine with cereal or a fucking pop tart. right? but why is it that you have to make breakfast? where did that come from? why is that pressure? why do you have that expectation? like-	because i never come home to a toxic relationship. i never come home to somebody that i'm like, "why did you do this? why did you make this decision?".
MSP-PODCAST	MSP-PODCAST_4739_0460_0003.wav	anger	because i never come home to a toxic relationship. i never come home to somebody that i'm like, "why did you do this? why did you make this decision?".	... because that's a fucking lie, because europeans have not done anything in the world ever in time except for steal, enslave and brutalize, that's it!
MSP-PODCAST	MSP-PODCAST_3563_0087_0001.wav	anger	... because that's a fucking lie, because europeans have not done anything in the world ever in time except for steal, enslave and brutalize, that's it!	but so does joe biden and the fact that the democrats are doing nothing about it.
MSP-PODCAST	MSP-PODCAST_3914_0675.wav	anger	but so does joe biden and the fact that the democrats are doing nothing about it.	how they get frustrated and flustered. that's what he's doing. and people are giving jonathan all this credit. and i mean, he should get credit-
MSP-PODCAST	MSP-PODCAST_2384_0162.wav	anger	how they get frustrated and flustered. that's what he's doing. and people are giving jonathan all this credit. and i mean, he should get credit-	so infectious. the room is literally just filled with vibes of buying.
MSP-PODCAST	MSP-PODCAST_5866_0260.wav	anger	so infectious. the room is literally just filled with vibes of buying.	are you going to join? are you going to participate? are you just forever... that's what i'm saying. we're saying the same fucking thing.no.we are so-
MSP-PODCAST	MSP-PODCAST_4726_0487_0000.wav	anger	are you going to join? are you going to participate? are you just forever... that's what i'm saying. we're saying the same fucking thing.no.we are so-	men have been irresponsible. let's just wake it up and just call it what it is. men have been miso-
MSP-PODCAST	MSP-PODCAST_5495_0426.wav	anger	men have been irresponsible. let's just wake it up and just call it what it is. men have been miso-	he didn't though. he knew what the russians were doing. he knew-
MSP-PODCAST	MSP-PODCAST_2338_0510.wav	anger	he didn't though. he knew what the russians were doing. he knew-	your licenses are renewed. you are shutting political stations down and you give licenses to these crap, people? nonsense.
MSP-PODCAST	MSP-PODCAST_4921_0082.wav	anger	your licenses are renewed. you are shutting political stations down and you give licenses to these crap, people? nonsense.	... because then you'd just be like, "lookit. this is what we have right here. who cares? oligarchy for everybody because nobody cares."
MSP-PODCAST	MSP-PODCAST_0380_0253_0002.wav	anger	... because then you'd just be like, "lookit. this is what we have right here. who cares? oligarchy for everybody because nobody cares."	we got a dobermann in here, that needs his ass fucking massaged quick.
MSP-PODCAST	MSP-PODCAST_4198_0771.wav	anger	we got a dobermann in here, that needs his ass fucking massaged quick.	misused or been irresponsible with said power.
MSP-PODCAST	MSP-PODCAST_5495_0436.wav	anger	misused or been irresponsible with said power.	and i already kind of had it in my mind
MSP-PODCAST	MSP-PODCAST_5201_1197.wav	anger	and i already kind of had it in my mind	i think telling motherfuckers that santa claus is real is criminal, and i think people should be arrested for lying-
MSP-PODCAST	MSP-PODCAST_5005_1048.wav	anger	i think telling motherfuckers that santa claus is real is criminal, and i think people should be arrested for lying-	you broke the contract, so fuck your targets.
MSP-PODCAST	MSP-PODCAST_2347_1707.wav	anger	you broke the contract, so fuck your targets.	i needed to pick up achane, and then it looked really, really stupid because-
MSP-PODCAST	MSP-PODCAST_5644_0084.wav	anger	i needed to pick up achane, and then it looked really, really stupid because-	it's going to be the apocalypse. yeah, you'd be like, "oh no. no." i'm like, "yes, take that [cossak 00:01:21]." so-
MSP-PODCAST	MSP-PODCAST_0372_0200.wav	anger	it's going to be the apocalypse. yeah, you'd be like, "oh no. no." i'm like, "yes, take that [cossak 00:01:21]." so-	... roots out illness and dissonance and misalignment. if-
MSP-PODCAST	MSP-PODCAST_5300_0226.wav	anger	... roots out illness and dissonance and misalignment. if-	00:00:51] now, this is not situational hope, because it said tribulation. so, it can't mean that you're not going to have tribulation. [
MSP-PODCAST	MSP-PODCAST_1164_0008.wav	anger	00:00:51] now, this is not situational hope, because it said tribulation. so, it can't mean that you're not going to have tribulation. [	has there been hate crimes against the homosexual community?
MSP-PODCAST	MSP-PODCAST_4996_1460.wav	anger	has there been hate crimes against the homosexual community?	"the date is off. forget it. we are not going anywhere. nowhere."
MSP-PODCAST	MSP-PODCAST_4530_0137_0003.wav	anger	"the date is off. forget it. we are not going anywhere. nowhere."	do we need to do, i'm asking you all, do we need to do a thorough union and community-
MSP-PODCAST	MSP-PODCAST_3718_0197.wav	anger	do we need to do, i'm asking you all, do we need to do a thorough union and community-	do you... you dumb fucking... do you realize that if i would've hit you-
MSP-PODCAST	MSP-PODCAST_4682_0016_0001.wav	anger	do you... you dumb fucking... do you realize that if i would've hit you-	if trump happens to stay in this, and if trump wins this, these people are not going to be able to just automatically-
MSP-PODCAST	MSP-PODCAST_0403_1929.wav	anger	if trump happens to stay in this, and if trump wins this, these people are not going to be able to just automatically-	systems that will be expensive, disruptive, and counterproductive. so we can't do it.
MSP-PODCAST	MSP-PODCAST_4353_0113_0000.wav	anger	systems that will be expensive, disruptive, and counterproductive. so we can't do it.	altering, changing anything, or accessing a computer system that you do not have permission to protect it or not is a crime.
MSP-PODCAST	MSP-PODCAST_0195_0345.wav	anger	altering, changing anything, or accessing a computer system that you do not have permission to protect it or not is a crime.	right? this is the shit we're fed. and it's like, if somebody goes up and fucking starts calling the cops on fucking somebody? yeah.
MSP-PODCAST	MSP-PODCAST_2243_0278.wav	anger	right? this is the shit we're fed. and it's like, if somebody goes up and fucking starts calling the cops on fucking somebody? yeah.	the earth is an unintelligent thing. it doesn't think, it won't accept your money to not kill you.
MSP-PODCAST	MSP-PODCAST_0667_0735.wav	anger	the earth is an unintelligent thing. it doesn't think, it won't accept your money to not kill you.	out of prison. don't nobody give a fuck about no street stuff.
MSP-PODCAST	MSP-PODCAST_2190_0742.wav	anger	out of prison. don't nobody give a fuck about no street stuff.	who understood the importance because the quakers were allowed to speak at church.
MSP-PODCAST	MSP-PODCAST_3292_0639.wav	anger	who understood the importance because the quakers were allowed to speak at church.	at some point i would have to take a step back and wonder like, "okay, fuck!"
MSP-PODCAST	MSP-PODCAST_4732_0351_0001.wav	anger	at some point i would have to take a step back and wonder like, "okay, fuck!"	who's fucking doing that? who's buying a game for dlc that's coming out and now-
MSP-PODCAST	MSP-PODCAST_5816_1679.wav	anger	who's fucking doing that? who's buying a game for dlc that's coming out and now-	why have to clean things up when you're making a buck?
MSP-PODCAST	MSP-PODCAST_0652_0051.wav	anger	why have to clean things up when you're making a buck?	i want my neighbors to get the healthcare that will-
MSP-PODCAST	MSP-PODCAST_4355_0062_0002.wav	anger	i want my neighbors to get the healthcare that will-	you niggas is the furniture.mm-hmm.because you're stuck to the couch.yup. motherfuckers use to do real shit. but hold up cous, a lot of it... listen-
MSP-PODCAST	MSP-PODCAST_2650_0396.wav	anger	you niggas is the furniture.mm-hmm.because you're stuck to the couch.yup. motherfuckers use to do real shit. but hold up cous, a lot of it... listen-	... to wait on her because you felt like she was still fucking with old boy that was-
MSP-PODCAST	MSP-PODCAST_5484_0087.wav	anger	... to wait on her because you felt like she was still fucking with old boy that was-	you come in, kick in my door, and shoot me up. and then arrest my boyfriend for shooting one of you all because somebody just kicked in the door.
MSP-PODCAST	MSP-PODCAST_2352_0936.wav	anger	you come in, kick in my door, and shoot me up. and then arrest my boyfriend for shooting one of you all because somebody just kicked in the door.	it's laughable twisted that there is so much empathy-
MSP-PODCAST	MSP-PODCAST_4993_0171.wav	anger	it's laughable twisted that there is so much empathy-	she has to be concerned of whether or not you're going to rape her or murder her. and women over and over again largely will choose the breadsticks-
MSP-PODCAST	MSP-PODCAST_5057_0447.wav	anger	she has to be concerned of whether or not you're going to rape her or murder her. and women over and over again largely will choose the breadsticks-	ah. i didn't edit it on my macbook. so i have to find an outlet to plug my big ass imac into and re-
MSP-PODCAST	MSP-PODCAST_4478_0218.wav	anger	ah. i didn't edit it on my macbook. so i have to find an outlet to plug my big ass imac into and re-	i look forward to going before a jury, not this judge. a jury. and we will win that-
MSP-PODCAST	MSP-PODCAST_0661_0356.wav	anger	i look forward to going before a jury, not this judge. a jury. and we will win that-	... that she just said about issa was totally fucked up. it was not reason to say that. what? oh, look. see i'm try-
MSP-PODCAST	MSP-PODCAST_2357_0323.wav	anger	... that she just said about issa was totally fucked up. it was not reason to say that. what? oh, look. see i'm try-	... the reaction by people, and the community not saying, "i don't give a shit if craig wright is satoshi, or not. leave him alone, it's none of our business."
MSP-PODCAST	MSP-PODCAST_0790_0408.wav	anger	... the reaction by people, and the community not saying, "i don't give a shit if craig wright is satoshi, or not. leave him alone, it's none of our business."	i was taught racism. my family taught me it was wrong to like black people.
MSP-PODCAST	MSP-PODCAST_4016_0299_0000.wav	anger	i was taught racism. my family taught me it was wrong to like black people.	you know when you're angry with me, or you know just don't.
MSP-PODCAST	MSP-PODCAST_3737_0323.wav	anger	you know when you're angry with me, or you know just don't.	stop that shit man. you like the pretty girl at school that's trying to fucking fight all these little ugly girls just 'cause. what are you doing?
MSP-PODCAST	MSP-PODCAST_3562_0276_0002.wav	anger	stop that shit man. you like the pretty girl at school that's trying to fucking fight all these little ugly girls just 'cause. what are you doing?	your baby daddy not having his boundaries. there not being any respect.
MSP-PODCAST	MSP-PODCAST_5204_0210_0004.wav	anger	your baby daddy not having his boundaries. there not being any respect.	you're the one that's trying to keep everybody down. and i just don't understand why these people are so actively...
MSP-PODCAST	MSP-PODCAST_3556_0210_0002.wav	anger	you're the one that's trying to keep everybody down. and i just don't understand why these people are so actively...	00:04:41] to some extent, but i also don't take her side because you know what sally get with the [
MSP-PODCAST	MSP-PODCAST_1167_0267.wav	anger	00:04:41] to some extent, but i also don't take her side because you know what sally get with the [	don't leave nobody on. don't want to be unhappy one day and then the next day leave the person off.
MSP-PODCAST	MSP-PODCAST_5625_0730.wav	anger	don't leave nobody on. don't want to be unhappy one day and then the next day leave the person off.	that is not a defendable argument.
MSP-PODCAST	MSP-PODCAST_4234_0029_0002.wav	anger	that is not a defendable argument.	i've delivered my goods on my own, and i'm not the best programmer, either.
MSP-PODCAST	MSP-PODCAST_0866_0033_0006.wav	anger	i've delivered my goods on my own, and i'm not the best programmer, either.	because we kept pursuing our structural reforms in 2021.
MSP-PODCAST	MSP-PODCAST_3169_0529.wav	anger	because we kept pursuing our structural reforms in 2021.	that motherfucker ran off with her.
MSP-PODCAST	MSP-PODCAST_0295_1308.wav	anger	that motherfucker ran off with her.	thing gets blown out of fucking proportion.
MSP-PODCAST	MSP-PODCAST_0195_0352.wav	anger	thing gets blown out of fucking proportion.	she got on all of our nerves at the same fucking time because you could feel it because she's-
MSP-PODCAST	MSP-PODCAST_3555_0248.wav	anger	she got on all of our nerves at the same fucking time because you could feel it because she's-	the growth does not happen from listening to a book. the growth does not happen because you read an inspiring instagram post. that is mental masturbation bullshit. that is not growth.
MSP-PODCAST	MSP-PODCAST_4432_0048.wav	anger	the growth does not happen from listening to a book. the growth does not happen because you read an inspiring instagram post. that is mental masturbation bullshit. that is not growth.	... now you can get the real number, john till because i need motherfucking help, and so do my children.
MSP-PODCAST	MSP-PODCAST_5204_0295.wav	anger	... now you can get the real number, john till because i need motherfucking help, and so do my children.	don't think she made up that blessed quote. that's my quote. never give more-
MSP-PODCAST	MSP-PODCAST_4590_0414.wav	anger	don't think she made up that blessed quote. that's my quote. never give more-	sit out you. i expect that you not going to hit me back, nigga.
MSP-PODCAST	MSP-PODCAST_3078_0650.wav	anger	sit out you. i expect that you not going to hit me back, nigga.	what did your dick do to deserve you treating it the way you're treating it, to blame it?
MSP-PODCAST	MSP-PODCAST_5660_1272.wav	anger	what did your dick do to deserve you treating it the way you're treating it, to blame it?	you can sit at home knowing you're doing that.
MSP-PODCAST	MSP-PODCAST_3819_0229_0002.wav	anger	you can sit at home knowing you're doing that.	i'm not about to prep out content.
MSP-PODCAST	MSP-PODCAST_3200_0852.wav	anger	i'm not about to prep out content.	but in case all of this is somehow...
MSP-PODCAST	MSP-PODCAST_3819_0387_0000.wav	anger	but in case all of this is somehow...	in the world, it's meaning in life. we don't have that. and when we don't have it, we suffer deeply.
MSP-PODCAST	MSP-PODCAST_5732_0463.wav	anger	in the world, it's meaning in life. we don't have that. and when we don't have it, we suffer deeply.	... she knew what the fuck this was all about and to get that shit on record, talking to bar, has anybody contacted you. how? because she already knew that somebody had-
MSP-PODCAST	MSP-PODCAST_2384_0249.wav	anger	... she knew what the fuck this was all about and to get that shit on record, talking to bar, has anybody contacted you. how? because she already knew that somebody had-	no one is denying that.so what the fuck is a paywall to a prostitute? prostitutes are raped constantly.
MSP-PODCAST	MSP-PODCAST_4992_1751.wav	anger	no one is denying that.so what the fuck is a paywall to a prostitute? prostitutes are raped constantly.	... genocide, and it was a horrible thing, and it is a stain on the world, and it was... we are going to make... we're going to take...
MSP-PODCAST	MSP-PODCAST_2357_0999.wav	anger	... genocide, and it was a horrible thing, and it is a stain on the world, and it was... we are going to make... we're going to take...	that system [inaudible 00:09:19] gets down that fucking deep. that trauma from slavery is that fucking-
MSP-PODCAST	MSP-PODCAST_5582_0405.wav	anger	that system [inaudible 00:09:19] gets down that fucking deep. that trauma from slavery is that fucking-	i think, treat me like this, because i don't understand-
MSP-PODCAST	MSP-PODCAST_4080_0373.wav	anger	i think, treat me like this, because i don't understand-	... okay? and until you solve, by getting all the tools, you're not going to know what the photo is.
MSP-PODCAST	MSP-PODCAST_4724_1077_0005.wav	anger	... okay? and until you solve, by getting all the tools, you're not going to know what the photo is.	trans people get fucking raped and murdered and the shit beat out of his stuff.
MSP-PODCAST	MSP-PODCAST_5414_0067.wav	anger	trans people get fucking raped and murdered and the shit beat out of his stuff.	trash. ain't no fuckin' plants water, nothing. give me my money so i can go the fuck home.
MSP-PODCAST	MSP-PODCAST_5060_0470.wav	anger	trash. ain't no fuckin' plants water, nothing. give me my money so i can go the fuck home.	if you are too busy to pray-
MSP-PODCAST	MSP-PODCAST_4944_0354_0001.wav	anger	if you are too busy to pray-	yeah.well i don't like the phrase identity politics to begin with. this isn't identity politics, it's just...
MSP-PODCAST	MSP-PODCAST_0917_0152.wav	anger	yeah.well i don't like the phrase identity politics to begin with. this isn't identity politics, it's just...	... to accept it, but we don't blame [foreign language 00:01:19] for our failure. we don't blame-
MSP-PODCAST	MSP-PODCAST_5671_0430.wav	anger	... to accept it, but we don't blame [foreign language 00:01:19] for our failure. we don't blame-	these motherfuckers are the real fucking deal and they get the job done. and you have never heard prior to this so many of these op
MSP-PODCAST	MSP-PODCAST_2338_0363.wav	anger	these motherfuckers are the real fucking deal and they get the job done. and you have never heard prior to this so many of these op	that's just stupid to me. no, nobody tell me what this motherfucker just told me.
MSP-PODCAST	MSP-PODCAST_5625_0794.wav	anger	that's just stupid to me. no, nobody tell me what this motherfucker just told me.	bones macfarlane. bones macfarlane. bones macfarlane, enemy of the faith, foil of the human race, begetter of death, robber of life-
MSP-PODCAST	MSP-PODCAST_1682_0059.wav	anger	bones macfarlane. bones macfarlane. bones macfarlane, enemy of the faith, foil of the human race, begetter of death, robber of life-	listen to the words. read the words, and hear what the hell i'm trying to say to you.
MSP-PODCAST	MSP-PODCAST_3803_0043_0006.wav	anger	listen to the words. read the words, and hear what the hell i'm trying to say to you.	and it's fucked up that you can't use context clues to differing-
MSP-PODCAST	MSP-PODCAST_5495_0678.wav	anger	and it's fucked up that you can't use context clues to differing-	do not tell me that the attitudes and values and beliefs of its population are not ...
MSP-PODCAST	MSP-PODCAST_0166_0290.wav	anger	do not tell me that the attitudes and values and beliefs of its population are not ...	... got to cash out the winner.what we going to use for a blindfold is a sock.
MSP-PODCAST	MSP-PODCAST_4074_0047_0003.wav	anger	... got to cash out the winner.what we going to use for a blindfold is a sock.	... don't. you could think whatever the fuck you want to think. you could think blue is red, red is blue. that is your right to think that. but you will be wrong.
MSP-PODCAST	MSP-PODCAST_3562_0082.wav	anger	... don't. you could think whatever the fuck you want to think. you could think blue is red, red is blue. that is your right to think that. but you will be wrong.	people need to revoke and start killing
MSP-PODCAST	MSP-PODCAST_3080_1510.wav	anger	people need to revoke and start killing	no, it wasn't a mistake. no, it's not on the wrong finger.
MSP-PODCAST	MSP-PODCAST_1658_0099_0007.wav	anger	no, it wasn't a mistake. no, it's not on the wrong finger.	... like tim kane, she asks nothing. and me personally, quite frankly, i don't want anymore of those obama people. you, i don't really count you as an obama person-
MSP-PODCAST	MSP-PODCAST_2384_0262.wav	anger	... like tim kane, she asks nothing. and me personally, quite frankly, i don't want anymore of those obama people. you, i don't really count you as an obama person-	i said, "okay, what's your problem?"he said, "i'm not feeling it. i just don't get it. i'm not feeling it."
MSP-PODCAST	MSP-PODCAST_2443_0360.wav	anger	i said, "okay, what's your problem?"he said, "i'm not feeling it. i just don't get it. i'm not feeling it."	why did you need to shoot this man? when it was five of y'all?
MSP-PODCAST	MSP-PODCAST_2350_0337.wav	anger	why did you need to shoot this man? when it was five of y'all?	oh, don't do that. just adapt it how it is.
MSP-PODCAST	MSP-PODCAST_3096_1058.wav	anger	oh, don't do that. just adapt it how it is.	i hate scotland. i want to go home.
MSP-PODCAST	MSP-PODCAST_1656_0058_0029.wav	anger	i hate scotland. i want to go home.	that's the end of the fucking movie [crosstalk 00:01:25].when the credits roll.we don't know what happens to cam'ron in a new-
MSP-PODCAST	MSP-PODCAST_0445_1012.wav	anger	that's the end of the fucking movie [crosstalk 00:01:25].when the credits roll.we don't know what happens to cam'ron in a new-	you don't know fucking anything.
MSP-PODCAST	MSP-PODCAST_3094_0659.wav	anger	you don't know fucking anything.	all fucking hell will break loose.
MSP-PODCAST	MSP-PODCAST_3230_0252.wav	anger	all fucking hell will break loose.	your reputation is sullied. and the other point of defamation, it has to be, and i'm not gonna get too much into it, but there's a constitutional defamation-
MSP-PODCAST	MSP-PODCAST_3558_0092_0000.wav	anger	your reputation is sullied. and the other point of defamation, it has to be, and i'm not gonna get too much into it, but there's a constitutional defamation-	we keep it with a melody, but we put another text and we break with the spirit because we don't like nazi spirit. it's not good, it's not healthy.
MSP-PODCAST	MSP-PODCAST_4228_0466_0002.wav	anger	we keep it with a melody, but we put another text and we break with the spirit because we don't like nazi spirit. it's not good, it's not healthy.	you're a complete bastard and we all hate you
MSP-PODCAST	MSP-PODCAST_0805_1992.wav	anger	you're a complete bastard and we all hate you	and we get downright aggravated!
MSP-PODCAST	MSP-PODCAST_4042_0150_0002.wav	anger	and we get downright aggravated!	also, yeah, i'm making them sunny-side up eggs, because... shut the fuck up.
MSP-PODCAST	MSP-PODCAST_4677_0029.wav	anger	also, yeah, i'm making them sunny-side up eggs, because... shut the fuck up.	the 90-day rule, are you waiting, are you saying fuck that shit?
MSP-PODCAST	MSP-PODCAST_4516_0008.wav	anger	the 90-day rule, are you waiting, are you saying fuck that shit?	they didn't have... he was just walking around like whatever, and they following down behind him like some kids. grab him by the neck, whatever you got to do, legs-
MSP-PODCAST	MSP-PODCAST_2381_0296.wav	anger	they didn't have... he was just walking around like whatever, and they following down behind him like some kids. grab him by the neck, whatever you got to do, legs-	"i want you to go share what i've given you."
MSP-PODCAST	MSP-PODCAST_3728_0262_0001.wav	anger	"i want you to go share what i've given you."	have been found in garbage bags at city dumps around the country. they're killing their dogs and cats for food.
MSP-PODCAST	MSP-PODCAST_0611_0236.wav	anger	have been found in garbage bags at city dumps around the country. they're killing their dogs and cats for food.	if you're not going to lay down the law-
